angle,N,N_unc,N_norm,N_unc_norm
90.0,3415,58.43800133474792,0.342218659184287,0.005856097939147001
105.0,3601,60.00833275470999,0.3608578013829041,0.0060134615447149
115.0,3432,58.58327406350724,0.34392223669706384,0.0058706557834960656
125.0,3302,57.463031594234565,0.3308948792464175,0.005758395790583682
135.0,3215,56.70097000933934,0.32217657079867723,0.005682029262384943
145.0,3238,56.90342696182718,0.32448141096302235,0.0057023175630651545
155.0,3273,57.21013896155121,0.32798877643050406,0.005733053308102135
165.0,3289,57.34980383575867,0.32959214350135285,0.0057470491868682905
180.0,3277,57.245087125446844,0.32838961819821627,0.0057365554790506906
