angle,N,N_unc,W,W_unc
90.0,814,28.53068523537421,1.0,0.0
105.0,964,31.04834939252005,1.1842751842751842,0.05637256394781614
115.0,880,29.664793948382652,1.0810810810810811,0.052572839197798635
125.0,901,30.01666203960727,1.106879606879607,0.05352514473751052
135.0,942,30.692018506445613,1.1572481572481572,0.05537976389458665
145.0,1008,31.74901573277509,1.2383292383292384,0.05835362565904251
155.0,930,30.495901363953813,1.1425061425061425,0.0548375580616526
165.0,971,31.160872901765767,1.192874692874693,0.05668812829119688
180.0,960,30.983866769659336,1.1793611793611793,0.05619217170230076
