angle,N,N_unc,N_norm,N_unc_norm
90.0,10152,100.75713374248,0.33868223519599666,0.003361372268306255
105.0,10133,100.66280345788111,0.3380483736447039,0.0033582253030152165
115.0,10489,102.41581909060729,0.34992493744787323,0.003416707892931019
125.0,10242,101.20276676059801,0.3416847372810676,0.0033762390912626524
135.0,10071,100.35437210206639,0.33597998331943285,0.0033479356831381617
145.0,10213,101.05938848023968,0.3407172643869892,0.0033714558291989883
155.0,10088,100.43903623591775,0.33654712260216846,0.0033507601746761554
165.0,9875,99.37303457175895,0.329441201000834,0.003315197150016979
180.0,10103,100.51368066089312,0.337047539616347,0.0033532503973609045
