angle,N,N_unc,N_norm,N_unc_norm
90.0,10135,100.67273712381123,0.3386347689531892,0.003363718705062355
105.0,9874,99.36800289831733,0.3299141301079221,0.0033201243910026173
115.0,9875,99.37303457175895,0.3299475425172909,0.003320292511335459
125.0,9951,99.75469913743412,0.3324868856293227,0.003333044844045378
135.0,10393,101.94606417120771,0.3472551705703498,0.003406263629630382
145.0,9855,99.27235264664579,0.32927929432991415,0.003316928485637535
155.0,10210,101.04454463255303,0.3411406996558522,0.0033761416897508446
165.0,10171,100.85137579626765,0.33983761569046744,0.003369687453515575
180.0,10218,101.08412338245805,0.3414079989308029,0.003377464111144978
